State,Year,Area,Production,Yield,Season,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M,WS2M,NDVI_SeasonalMean_x,Mean_SOC,Median_SOC,Min_SOC,Max_SOC,Std_SOC,NDVI_Rain_Ratio,NDVI_Temp_Interaction,Temp_NDVI,NDVI_Level,Prod_Per_Ha,Area_Per_Ton,High_Yield_Flag,Year_Since_2000,Temp_Range,Temp_Stress,Rain_Per_Ha,HTI,Solar_Temp_Interaction,Wind_Temp_Interaction,SOC_Range,SOC_Skew,SOC_Variability,SOC_Stability,SOC_Prod_Index,Season_Num,Year_Season,Region,Agro_Zone,Area_Rain,Rain_Humidity,NDVI_div_Rain,HighYieldFlag,NDVI_Class,Season_Code,NDVI_SeasonalMean_y,NDVI_SeasonalMean_lag1_x,NDVI_preseason_mean_x,TempStressFlag,SeasonCode,AgroZone,NDVI_SeasonalMean,NDVI_SeasonalMean_lag1_y,NDVI_preseason_mean_y,NDVI_SeasonalMin,NDVI_SeasonalMax,NDVI_SeasonalStd,NDVI_SeasonalMedian,NDVI_SeasonalQ1,NDVI_SeasonalQ3,NDVI_Range,NDVI_IQR,NDVI_Std_Norm,NDVI_mul_Rain,Rain_div_NDVI,NDVI_plus_Rain,NDVI_minus_Rain,NDVI_anomaly,Rain_anomaly,Mean_SOC_NDVI_mul,Mean_SOC_NDVI_div,Mean_SOC_SOC_div_NDVI,Mean_SOC_NDVI_Hybrid,Mean_SOC_NDVI_Stress,Median_SOC_NDVI_mul,Median_SOC_NDVI_div,Median_SOC_SOC_div_NDVI,Median_SOC_NDVI_Hybrid,Median_SOC_NDVI_Stress,Min_SOC_NDVI_mul,Min_SOC_NDVI_div,Min_SOC_SOC_div_NDVI,Min_SOC_NDVI_Hybrid,Min_SOC_NDVI_Stress,Max_SOC_NDVI_mul,Max_SOC_NDVI_div,Max_SOC_SOC_div_NDVI,Max_SOC_NDVI_Hybrid,Max_SOC_NDVI_Stress,Std_SOC_NDVI_mul,Std_SOC_NDVI_div,Std_SOC_SOC_div_NDVI,Std_SOC_NDVI_Hybrid,Std_SOC_NDVI_Stress,NDVI_Drought_Flag,NDVI_efficiency_per_mmRain,Rain_to_NDVI_Ratio,NDVI_Rain_Hybrid,Yield_Lag1,NDVI_SeasonalMean_Lag1,PRECTOTCORR_Lag1,Yield_RollingMean_3,Yield_RollingStd_3,NDVI_RollingMean_3,NDVI_RollingStd_3,Rain_RollingMean_3,Rain_RollingStd_3
Chandigarh,2011,600,2725,4.54,Kharif,28.54581967213115,32.636721311475405,24.65122950819672,1120.7,2415.25,73.59778688524591,1.6708196721311477,0.5050329342243784,2.126695009944596,2.0,2.0,6.25,0.3842037355656483,0.0004506406123172,14.41657906885638,14.41657906885638,moderate,4.541666666659097,0.2201834862384513,0,11,7.985491803278684,0,1.8678333333302204,84.60958654038448,68945.29096311476,47.69491706530504,4.25,0.3297599629746127,0.1806576559348769,5.535331394010482,0.083333333256458,1,2011_Kharif,North,Urban,672420.0,82481.0397622951,0.00043647214006205525,0,moderate,1,0.5050329342243784,,0.3467756145791837,0,1,Urban,0.4891543278040175,,0.3467756145791837,0.4256399021225742,0.5546012871308256,0.05555999887145324,0.4967311457918403,0.4400846145365049,0.5287146894383428,0.12896138500825138,0.08863007490183789,0.11358355048667411,548.1952551699625,2291.092289705192,1121.189154327804,-1120.210845672196,-0.007283926549251418,129.33000000000004,1.0402820680336071,0.23000669842642943,4.3476885338079505,0.7192718722058649,0.025854197493264057,0.978308655608035,0.24457704161348792,4.088680806112593,0.7024782400020552,0.04301210615679864,0.978308655608035,0.24457704161348792,4.088680806112593,0.7445769139021338,2.55422708410922e-07,3.0572145487751095,0.07826467992629402,12.777127519101853,0.7445770839020216,8.17352944638249e-08,0.18793492001040718,1.2731605899751768,0.7854432196220122,0.5665495877434794,0.1818892336242508,0,0.00043647214006205525,2291.092289705192,0.6342525942949622,,,,0.0,0.0,0.0,0.0,0.0,0.0
Chandigarh,2012,575,2590,4.5,Kharif,30.87188524590164,35.985163934426225,26.06286885245901,761.14,2549.54,58.65032786885246,1.8951639344262297,0.4571699416363171,2.126695009944596,2.0,2.0,6.25,0.3842037355656483,0.0006006384392302,14.113697976071933,14.113697976071933,moderate,4.5043478260791225,0.2220077220076363,0,12,9.922295081967214,0,1.3237217391281326,82.58452568120622,78709.10630983608,58.50728350577803,4.25,0.3297599629746127,0.1806576559348769,5.535331394010482,0.0086956521665652,1,2012_Kharif,North,Urban,437655.5,44641.11055409836,0.0005997243444996605,0,moderate,1,0.4571699416363171,0.5050329342243784,0.3053819328657601,0,1,Urban,0.4564741881721959,0.5050329342243784,0.3053819328657601,0.2773985286376828,0.5609360581574009,0.10922330104395782,0.4657135836937344,0.4536911743157112,0.5246315960564502,0.2835375295197181,0.07094042174073895,0.23927543900317222,347.4407635853852,1667.4290733034882,761.5964741881722,-760.6835258118277,-0.03996406618107301,-230.23000000000002,0.9707813781543196,0.2146400736342604,4.658949851053775,0.7029318023899541,0.02750815842537198,0.9129483763443919,0.22823697996760797,4.381399146815272,0.6861381701861443,0.045763703579598476,0.9129483763443919,0.22823697996760797,4.381399146815272,0.7282368440862229,2.7176277005835563e-07,2.8529636760762247,0.073035858421814,13.691872333797726,0.7282370140861107,8.696411596767256e-08,0.17537908828505436,1.1881014103070553,0.8416749596052859,0.5502095179275686,0.19352516571860182,0,0.0005997243444996605,1667.4290733034882,0.5053167111569247,4.54,0.4891543278040175,1120.7,0.0,0.0,0.0,0.0,0.0,0.0
Chandigarh,2013,575,2600,4.52,Kharif,28.820409836065576,32.81147540983606,24.909918032786884,1174.1,2440.15,72.61442622950818,1.5352459016393445,0.5229577745333753,2.126695009944596,2.0,2.0,6.25,0.3842037355656483,0.0004454116127526,15.071857389008654,15.071857389008654,moderate,4.521739130426919,0.2211538461537611,0,13,7.90155737704918,0,2.0419130434747097,84.667428874025,70326.12306147542,44.24641608438593,4.25,0.3297599629746127,0.1806576559348769,5.535331394010482,0.04347826082951,1,2013_Kharif,North,Urban,675107.5,85256.59783606556,0.00043799633908901464,0,moderate,1,0.5229577745333753,0.4571699416363171,0.3229824908951234,0,1,Urban,0.5142515021624084,0.4571699416363171,0.3229824908951234,0.458351366442838,0.5629171025863547,0.044139483313576734,0.5252136128577936,0.4794264126785406,0.5453490162465151,0.10456573614351672,0.06592260356797452,0.08583231608591539,603.7826886888837,2283.1196641007336,1174.6142515021622,-1173.5857484978376,0.01781324780913951,182.7299999999999,1.0936561035053067,0.24180771476399465,4.135507364576623,0.7318204593850604,0.02458401485748793,1.028503004324817,0.25712562251839294,3.8891400461642687,0.7150268271812505,0.04089897808996311,1.028503004324817,0.25712562251839294,3.8891400461642687,0.7571255010813291,2.4287412750482395e-07,3.2140718885150528,0.082280227181149,12.15356264426334,0.7571256710812171,7.771974720945557e-08,0.19757734815104339,1.338482987215912,0.7471110669371349,0.5790981749226749,0.17295325538534614,0,0.00043799633908901464,2283.1196641007336,0.6655477007949884,4.5,0.4564741881721959,761.14,4.52,0.019999999999999796,0.4866266727128739,0.028971473610704374,1018.6466666666666,224.59998337785632
Chandigarh,2015,550,2530,4.6,Kharif,29.421639344262296,34.33295081967213,24.787950819672133,840.64,2563.15,62.88696721311475,1.7577868852459015,0.4934479073898877,2.126695009944596,2.0,2.0,6.25,0.3842037355656483,0.0005869907539366,14.518046366406216,14.518046366406216,moderate,4.599999999991637,0.2173913043477401,0,15,9.544999999999996,0,1.5284363636335847,87.11785124960205,75412.07488524591,51.71697178177909,4.25,0.3297599629746127,0.1806576559348769,5.535331394010482,0.1999999998120293,1,2015_Kharif,North,Urban,462352.0,52865.30011803279,0.0005798327454472716,0,moderate,1,0.4934479073898877,0.4744725578657601,0.3628734176719969,0,1,Urban,0.4874305997126271,0.4744725578657601,0.3628734176719969,0.3581565796961244,0.552374169179992,0.07971759483355864,0.5302961713281739,0.4633613690035845,0.5329647093552607,0.19421758948386764,0.06960334035167626,0.1635462183423426,409.75365934242285,1724.631723703618,841.1274305997126,-840.1525694002873,-0.009007654640641849,-150.73000000000002,1.0366162241031458,0.22919617915929857,4.3630634763901694,0.7184100081601696,0.025941436377579,0.9748611994252542,0.24371517799872452,4.103139807060378,0.70161637595636,0.04315724035228595,0.9748611994252542,0.24371517799872452,4.103139807060378,0.7437150498564385,2.5628457202576736e-07,3.0464412482039194,0.07798888347579898,12.822311897063681,0.7437152198563264,8.201109091428658e-08,0.18727265723859554,1.2686741067753988,0.7882208207103554,0.5656877236977842,0.182502975892384,0,0.0005798327454472716,1724.631723703618,0.5480633249324351,4.52,0.5142515021624084,1174.1,4.54,0.05291502622129144,0.48605209668241045,0.028913313644999928,925.2933333333334,219.108718524237
Chandigarh,2016,550,2585,4.7,Kharif,30.18532786885246,34.943360655737706,25.51270491803279,712.46,2542.28,63.45172131147541,1.5940983606557375,0.4958072924372616,2.126695009944596,2.0,2.0,6.25,0.3842037355656483,0.0006959089526942,14.966105681986756,14.966105681986756,moderate,4.699999999991455,0.2127659574467262,0,16,9.430655737704916,0,1.295381818179463,84.22237488893064,76739.55533442624,48.11838167159365,4.25,0.3297599629746127,0.1806576559348769,5.535331394010482,0.3999999996239416,1,2016_Kharif,North,Urban,391853.0,45206.81336557377,0.0006681970619669984,0,moderate,1,0.4958072924372616,0.4934479073898877,0.330065507810277,0,1,Urban,0.4760636794372048,0.4934479073898877,0.330065507810277,0.3970892274369773,0.5561493672821944,0.06340108827620869,0.4838312983696578,0.4308299045410574,0.5124185995561369,0.15906013984521716,0.08158869501507948,0.13317746729532703,339.1763290518309,1496.5613513740561,712.9360636794372,-711.9839363205629,-0.020374574916064148,-278.90999999999997,1.0124422514749671,0.22385130606870654,4.467239645795057,0.7127265480224585,0.026516722844091747,0.9521273588744096,0.23803172070274203,4.201109820548679,0.6959329158186488,0.044114310575589635,0.9521273588744096,0.23803172070274203,4.201109820548679,0.7380315897187274,2.6196802932229027e-07,2.97539799648253,0.07617017652272452,13.128468189214624,0.7380317597186152,8.382979786714108e-08,0.1829054440069014,1.2390885259035564,0.8070410432881665,0.560004263560073,0.18655022642242536,0,0.0006681970619669984,1496.5613513740561,0.5022687670439937,4.6,0.4874305997126271,840.64,4.6066666666666665,0.09018499505645733,0.4925819271040801,0.019608150895567524,909.0666666666667,238.30553693385576
Chandigarh,2017,546,2566,4.7,Kharif,29.20032786885245,33.70877049180328,24.90745901639344,991.37,2491.03,67.66360655737704,1.6227049180327868,0.4679782611285779,2.126695009944596,2.0,2.0,6.25,0.3842037355656483,0.0004720520704964,13.665118660449922,13.665118660449922,moderate,4.6996336996250925,0.2127825409196365,0,17,8.80131147540984,0,1.8156959706926448,85.30828869808123,72738.89273114753,47.38351564095672,4.25,0.3297599629746127,0.1806576559348769,5.535331394010482,0.3992673988919036,1,2017_Kharif,North,Urban,541288.02,67079.66963278687,0.00046901534515950637,0,moderate,1,0.4679782611285779,0.4958072924372616,0.3283395375718435,0,1,Urban,0.46496774319979517,0.4958072924372616,0.3283395375718435,0.3756004420844479,0.5419096643287995,0.06377824892185142,0.4529256714846641,0.4462196451943325,0.5081832929067318,0.16630922224435157,0.06196364771239932,0.1371667447642737,460.9550715759809,2132.1218135602985,991.8349677431999,-990.9050322568002,-0.03147051115347377,0.0,0.9888445792482048,0.21863385318144662,4.573845104746673,0.7071785799037538,0.02707829465035068,0.9299354863995903,0.23248375535801988,4.301364401909073,0.690384947699944,0.045048564526104534,0.9299354863995903,0.23248375535801988,4.301364401909073,0.7324836216000226,2.675159946675399e-07,2.9060483949987197,0.0743948270087949,13.441763755965852,0.7324837915999104,8.5605147380856e-08,0.17864234385489036,1.2102082565828944,0.8263001356212831,0.5544562954413682,0.19050099168953663,0,0.00046901534515950637,2132.1218135602985,0.5804165688547885,4.7,0.4760636794372048,712.46,4.666666666666667,0.057735026918960076,0.47615400744987574,0.01123170067449385,848.1566666666668,139.6068488052549
Chandigarh,2018,546,2730,5.0,Kharif,28.78844262295082,32.89368852459017,24.914836065573773,1270.35,2306.17,72.85770491803278,1.7394262295081968,0.5092124430056052,2.126695009944596,2.0,2.0,6.25,0.3842037355656483,0.0004008442106547,14.65943319835948,14.65943319835948,moderate,4.999999999990843,0.1999999999999267,0,18,7.978852459016394,0,2.3266483516440903,80.1074941817575,66391.0427237705,50.07537220505241,4.25,0.3297599629746127,0.1806576559348769,5.535331394010482,0.9999999990595402,1,2018_Kharif,North,Urban,693611.1,92554.78544262292,0.00039206485543828766,0,moderate,1,0.5092124430056051,0.4679782611285779,0.324991696067831,0,1,Urban,0.4980595894980936,0.4679782611285779,0.324991696067831,0.4276324560405165,0.5456173814232063,0.053813657658382995,0.524911213580493,0.4534481754680473,0.538688720978205,0.11798492538268979,0.0852405455101577,0.10804640799347763,632.7099995189031,2550.593294844226,1270.848059589498,-1269.8519404105018,0.0016213351448246538,278.9799999999999,1.0592208436406496,0.23419406777890595,4.269952400947267,0.7237245030529029,0.025403497003665877,0.9961191789961872,0.24902967023421166,4.0155756993650975,0.7069308708490931,0.04226230228806248,0.9961191789961872,0.24902967023421166,4.0155756993650975,0.7490295447491717,2.50970079789775e-07,3.112872434363085,0.07968952156937152,12.54867406051593,0.7490297147490597,8.031045282091972e-08,0.1913563548194609,1.2963390176980032,0.7713995920713557,0.5710022185905175,0.17871846931534327,0,0.00039206485543828766,2550.593294844226,0.6850983243842357,4.7,0.46496774319979517,991.37,4.8,0.1732050807568852,0.4796970040450312,0.016842457024939406,991.3933333333334,278.9450007319244
Chandigarh,2019,546,2457,4.5,Kharif,30.27073770491804,34.93459016393442,25.798688524590165,849.83,2466.68,63.88409836065573,1.6586065573770492,0.5041336443869856,2.126695009944596,2.0,2.0,6.25,0.3842037355656483,0.0005932170485701,15.260497317462868,15.260497317462868,moderate,4.499999999991759,0.2222222222221317,0,19,9.135901639344258,0,1.556465201462351,81.48727738200297,74668.22328196722,50.20724405401775,4.25,0.3297599629746127,0.1806576559348769,5.535331394010482,0.0,1,2019_Kharif,North,Urban,464007.18000000005,54290.62330983606,0.0005919768114047519,0,moderate,1,0.5041336443869856,0.5092124430056051,0.3636137508535823,0,1,Urban,0.5030796542280771,0.5092124430056051,0.3636137508535823,0.3503775379844082,0.5808048366101399,0.09015637890171295,0.5425792728902292,0.498863693592443,0.5427729300631651,0.23042729862573175,0.04390923647072209,0.1792085983509904,427.53218255264676,1689.251997383943,850.3330796542281,-849.326920345772,0.006641399874808163,-141.53999999999996,1.0698969902515043,0.23655456721394946,4.227344049251466,0.7262345354178947,0.025149428599014364,1.0061593084561542,0.25153970134418785,3.9755056832165088,0.7094409032140849,0.04183962364198165,1.0061593084561542,0.25153970134418785,3.9755056832165088,0.7515395771141635,2.4846004867956014e-07,3.144247838925482,0.08049273179765525,12.42345526005159,0.7515397471140514,7.950724259273315e-08,0.19328508244150192,1.3094051365280919,0.7637020671271237,0.5735122509555092,0.1769310494032675,0,0.0005919768114047519,1689.251997383943,0.5602470686777178,5.0,0.4980595894980936,1270.35,4.733333333333333,0.2516611478423573,0.4887023289753219,0.020707442718143277,1037.1833333333334,213.970590814096
Chandigarh,2020,547,2735,5.0,Kharif,29.43155737704918,34.16688524590164,24.94860655737705,802.1,2585.98,68.58319672131147,1.6604098360655737,0.5140452587065382,2.126695009944596,2.0,2.0,6.25,0.3842037355656483,0.0006408742784015,15.129152526021567,15.129152526021567,moderate,4.99999999999086,0.1999999999999268,0,20,9.218278688524588,0,1.4663619744031695,87.86419171717671,76109.41874590164,48.86844735958076,4.25,0.3297599629746127,0.1806576559348769,5.535331394010482,0.9999999990595736,1,2020_Kharif,North,Urban,438748.7,55010.58209016393,0.0006189231439151549,0,moderate,1,0.5140452587065382,0.5041336443869856,0.4048964234905822,0,1,Urban,0.49643825435326894,0.5041336443869856,0.4048964234905822,0.4260102369401923,0.5610017971461898,0.0522669235626958,0.5054668166363164,0.4655966151909178,0.5241158058527287,0.1349915602059975,0.05851919066181088,0.10528362353373122,398.193123816757,1615.7062379060405,802.5964382543533,-801.6035617456467,0.0,-189.26999999999998,1.055772758278703,0.233431695001018,4.283897760492622,0.7229138354804906,0.025485553721219873,0.9928765087065379,0.2482190030671329,4.028690282772822,0.7061202032766809,0.04239881521781907,0.9928765087065379,0.2482190030671329,4.028690282772822,0.7482188771767595,2.517807469569308e-07,3.102739089707931,0.07943010798770575,12.589657133665069,0.7482190471766472,8.056986640255412e-08,0.19073343180021538,1.2921190407046494,0.7739189280391732,0.570191551018105,0.17929575404729084,0,0.0006189231439151549,1615.7062379060405,0.54174944684327,4.5,0.5030796542280771,849.83,4.833333333333333,0.28867513459481114,0.4991924993598132,0.0034626090799222964,974.0933333333336,257.6733351228515
Chandigarh,2021,547,2735,5.0,Kharif,29.265901639344264,33.71975409836066,24.959016393442624,992.6,2429.1,68.71827868852458,1.5581147540983606,0.517970780992147,2.126695009944596,2.0,2.0,6.25,0.3842037355656483,0.0005218323403099,15.158881928570503,15.158881928570503,moderate,4.99999999999086,0.1999999999999268,0,21,8.760737704918036,0,1.8146252285158784,83.00103068245758,71089.80167213114,45.5996331362537,4.25,0.3297599629746127,0.1806576559348769,5.535331394010482,0.9999999990595736,1,2021_Kharif,North,Urban,542952.2000000001,68209.7634262295,0.0005192995684066388,0,moderate,1,0.517970780992147,0.5140452587065382,0.3935661149206171,0,1,Urban,0.5154567521197292,0.5140452587065382,0.3935661149206171,0.451467556407557,0.5465053003898019,0.03918372124419054,0.5316006842883968,0.5054006366300579,0.5423095828828323,0.09503774398224496,0.03690894625277441,0.0760173284484604,511.6423721540432,1925.6670326871745,993.1154567521197,-992.0845432478803,0.01901849776646025,1.2300000000000182,1.0962193025752767,0.24237443889931296,4.125837667973636,0.7324230843637207,0.024523016454014397,1.0309135042394584,0.257728247195741,3.8800464087994646,0.7156294521599109,0.04079749863749577,1.0309135042394584,0.257728247195741,3.8800464087994646,0.7577281260599895,2.4227150282741864e-07,3.2216047007483075,0.08247306714346593,12.125145027498327,0.7577282960598775,7.752690724716196e-08,0.19804040968693634,1.3416199864398968,0.7453641622144164,0.5797007999013353,0.17252411992821218,0,0.0005192995684066388,1925.6670326871745,0.6110839679580324,5.0,0.49643825435326894,802.1,4.833333333333333,0.28867513459481114,0.5049915535670251,0.009652322706733028,881.5100000000001,99.12254688011242
